Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Wed Dec 07 2016 08:00pm,Los Angeles Lakers,95,Houston Rockets,134,Box Score,0,16141,
Wed Dec 07 2016 10:30pm,Golden State Warriors,115,Los Angeles Clippers,98,Box Score,0,19239,
Wed Dec 07 2016 08:00pm,Portland Trail Blazers,107,Milwaukee Bucks,115,Box Score,0,14033,
Wed Dec 07 2016 08:00pm,Cleveland Cavaliers,126,New York Knicks,94,Box Score,0,19812,
Wed Dec 07 2016 07:00pm,Boston Celtics,117,Orlando Magic,87,Box Score,0,17009,
Wed Dec 07 2016 09:00pm,Indiana Pacers,109,Phoenix Suns,94,Box Score,0,17452,
Thu Dec 08 2016 09:30pm,San Antonio Spurs,91,Chicago Bulls,95,Box Score,0,21489,
Thu Dec 08 2016 08:00pm,Portland Trail Blazers,86,Memphis Grizzlies,88,Box Score,0,14317,
Thu Dec 08 2016 08:00pm,Philadelphia 76ers,99,New Orleans Pelicans,88,Box Score,0,14158,
Thu Dec 08 2016 07:00pm,Minnesota Timberwolves,110,Toronto Raptors,124,Box Score,0,19800,
Thu Dec 08 2016 09:00pm,Golden State Warriors,106,Utah Jazz,99,Box Score,0,19911,
Thu Dec 08 2016 07:00pm,Denver Nuggets,85,Washington Wizards,92,Box Score,0,12645,
Fri Dec 09 2016 07:30pm,Toronto Raptors,101,Boston Celtics,94,Box Score,0,18624,
Fri Dec 09 2016 07:00pm,Orlando Magic,88,Charlotte Hornets,109,Box Score,0,15707,
Fri Dec 09 2016 07:30pm,Miami Heat,84,Cleveland Cavaliers,114,Box Score,0,20562,
Fri Dec 09 2016 08:30pm,Indiana Pacers,103,Dallas Mavericks,111,Box Score,0,19486,
Fri Dec 09 2016 10:30pm,Phoenix Suns,119,Los Angeles Lakers,115,Box Score,0,18997,
Fri Dec 09 2016 08:00pm,Atlanta Hawks,114,Milwaukee Bucks,110,Box Score,0,16289,
Fri Dec 09 2016 08:00pm,Detroit Pistons,117,Minnesota Timberwolves,90,Box Score,0,14109,
Fri Dec 09 2016 08:00pm,Houston Rockets,102,Oklahoma City Thunder,99,Box Score,0,18203,
Fri Dec 09 2016 10:30pm,New York Knicks,103,Sacramento Kings,100,Box Score,0,17608,
Sat Dec 10 2016 08:00pm,Miami Heat,100,Chicago Bulls,105,Box Score,0,21450,
Sat Dec 10 2016 07:30pm,Charlotte Hornets,105,Cleveland Cavaliers,116,Box Score,0,20562,
Sat Dec 10 2016 08:00pm,Dallas Mavericks,87,Houston Rockets,109,Box Score,0,15761,
Sat Dec 10 2016 07:00pm,Portland Trail Blazers,111,Indiana Pacers,118,Box Score,0,16211,
Sat Dec 10 2016 10:30pm,New Orleans Pelicans,105,Los Angeles Clippers,133,Box Score,0,19060,
Sat Dec 10 2016 08:00pm,Golden State Warriors,89,Memphis Grizzlies,110,Box Score,0,18119,
Sat Dec 10 2016 07:00pm,Denver Nuggets,121,Orlando Magic,113,Box Score,0,17010,
Sat Dec 10 2016 08:30pm,Brooklyn Nets,101,San Antonio Spurs,130,Box Score,0,18418,
Sat Dec 10 2016 09:00pm,Sacramento Kings,84,Utah Jazz,104,Box Score,0,19331,
Sat Dec 10 2016 07:00pm,Milwaukee Bucks,105,Washington Wizards,110,Box Score,0,14816,
Sun Dec 11 2016 06:00pm,Philadelphia 76ers,97,Detroit Pistons,79,Box Score,0,7244,
Sun Dec 11 2016 09:30pm,New York Knicks,118,Los Angeles Lakers,112,Box Score,0,18997,
Sun Dec 11 2016 07:00pm,Golden State Warriors,116,Minnesota Timberwolves,108,Box Score,0,18452,
Sun Dec 11 2016 07:00pm,Boston Celtics,96,Oklahoma City Thunder,99,Box Score,0,18203,
Sun Dec 11 2016 08:30pm,New Orleans Pelicans,120,Phoenix Suns,119,Box Score,1,16949,
Mon Dec 12 2016 08:30pm,Denver Nuggets,92,Dallas Mavericks,112,Box Score,0,19425,
Mon Dec 12 2016 08:00pm,Brooklyn Nets,118,Houston Rockets,122,Box Score,0,13619,
Mon Dec 12 2016 07:00pm,Charlotte Hornets,94,Indiana Pacers,110,Box Score,0,14138,
Mon Dec 12 2016 10:30pm,Portland Trail Blazers,120,Los Angeles Clippers,121,Box Score,0,19060,
Mon Dec 12 2016 07:30pm,Washington Wizards,101,Miami Heat,112,Box Score,0,19600,
Mon Dec 12 2016 10:30pm,Los Angeles Lakers,92,Sacramento Kings,116,Box Score,0,17608,
Mon Dec 12 2016 07:30pm,Milwaukee Bucks,100,Toronto Raptors,122,Box Score,0,19800,
Tue Dec 13 2016 07:30pm,Orlando Magic,131,Atlanta Hawks,120,Box Score,0,13585,
Tue Dec 13 2016 08:00pm,Minnesota Timberwolves,99,Chicago Bulls,94,Box Score,0,21146,
Tue Dec 13 2016 07:00pm,Memphis Grizzlies,86,Cleveland Cavaliers,103,Box Score,0,20562,
Tue Dec 13 2016 08:00pm,Golden State Warriors,113,New Orleans Pelicans,109,Box Score,0,17789,
Tue Dec 13 2016 09:00pm,New York Knicks,111,Phoenix Suns,113,Box Score,1,16429,
Tue Dec 13 2016 10:30pm,Oklahoma City Thunder,95,Portland Trail Blazers,114,Box Score,0,19505,
Wed Dec 14 2016 07:30pm,Los Angeles Lakers,97,Brooklyn Nets,107,Box Score,0,17732,
Wed Dec 14 2016 08:30pm,Detroit Pistons,95,Dallas Mavericks,85,Box Score,0,19687,
Wed Dec 14 2016 08:00pm,Sacramento Kings,98,Houston Rockets,132,Box Score,0,15039,
Wed Dec 14 2016 08:00pm,Cleveland Cavaliers,85,Memphis Grizzlies,93,Box Score,0,17449,
Wed Dec 14 2016 07:00pm,Indiana Pacers,89,Miami Heat,95,Box Score,0,19600,
Wed Dec 14 2016 07:00pm,Los Angeles Clippers,113,Orlando Magic,108,Box Score,0,18846,
Wed Dec 14 2016 07:00pm,Toronto Raptors,123,Philadelphia 76ers,114,Box Score,0,16192,
Wed Dec 14 2016 09:30pm,Boston Celtics,101,San Antonio Spurs,108,Box Score,0,18418,
Wed Dec 14 2016 09:00pm,Oklahoma City Thunder,89,Utah Jazz,109,Box Score,0,19911,
Wed Dec 14 2016 07:00pm,Charlotte Hornets,106,Washington Wizards,109,Box Score,0,13447,
Thu Dec 15 2016 09:00pm,Portland Trail Blazers,120,Denver Nuggets,132,Box Score,0,10022,
Thu Dec 15 2016 10:30pm,New York Knicks,90,Golden State Warriors,103,Box Score,0,19596,
Thu Dec 15 2016 08:00pm,Chicago Bulls,97,Milwaukee Bucks,108,Box Score,0,16704,
Thu Dec 15 2016 08:00pm,Indiana Pacers,95,New Orleans Pelicans,102,Box Score,0,15472,
Thu Dec 15 2016 09:00pm,San Antonio Spurs,107,Phoenix Suns,92,Box Score,0,17165,
Fri Dec 16 2016 07:30pm,Charlotte Hornets,88,Boston Celtics,96,Box Score,0,18624,
Fri Dec 16 2016 08:00pm,Milwaukee Bucks,95,Chicago Bulls,69,Box Score,0,21324,
Fri Dec 16 2016 08:00pm,New Orleans Pelicans,100,Houston Rockets,122,Box Score,0,16728,
Fri Dec 16 2016 08:00pm,Sacramento Kings,96,Memphis Grizzlies,92,Box Score,0,15987,
Fri Dec 16 2016 08:00pm,Los Angeles Clippers,102,Miami Heat,98,Box Score,0,19600,
Fri Dec 16 2016 07:00pm,Brooklyn Nets,111,Orlando Magic,118,Box Score,0,17668,
Fri Dec 16 2016 08:00pm,Los Angeles Lakers,100,Philadelphia 76ers,89,Box Score,0,20491,
Fri Dec 16 2016 07:30pm,Atlanta Hawks,125,Toronto Raptors,121,Box Score,0,19800,
Fri Dec 16 2016 10:30pm,Dallas Mavericks,100,Utah Jazz,103,Box Score,0,18721,
Fri Dec 16 2016 07:00pm,Detroit Pistons,108,Washington Wizards,122,Box Score,0,15573,
Sat Dec 17 2016 07:30pm,Charlotte Hornets,107,Atlanta Hawks,99,Box Score,0,17918,
Sat Dec 17 2016 07:30pm,Los Angeles Lakers,108,Cleveland Cavaliers,119,Box Score,0,20562,
Sat Dec 17 2016 09:00pm,New York Knicks,114,Denver Nuggets,127,Box Score,0,12042,
Sat Dec 17 2016 07:00pm,Indiana Pacers,105,Detroit Pistons,90,Box Score,0,15231,
Sat Dec 17 2016 10:30pm,Portland Trail Blazers,90,Golden State Warriors,135,Box Score,0,19596,
Sat Dec 17 2016 08:00pm,Houston Rockets,111,Minnesota Timberwolves,109,Box Score,1,14689,
Sat Dec 17 2016 05:00pm,Phoenix Suns,101,Oklahoma City Thunder,114,Box Score,0,18203,
Sun Dec 18 2016 04:00pm,Sacramento Kings,79,Dallas Mavericks,99,Box Score,0,19504,
Sun Dec 18 2016 06:00pm,Utah Jazz,82,Memphis Grizzlies,73,Box Score,0,15862,
Sun Dec 18 2016 06:00pm,Boston Celtics,105,Miami Heat,95,Box Score,0,19600,
Sun Dec 18 2016 06:00pm,Toronto Raptors,109,Orlando Magic,79,Box Score,0,17251,
Sun Dec 18 2016 06:00pm,Brooklyn Nets,107,Philadelphia 76ers,108,Box Score,0,16460,
Sun Dec 18 2016 07:00pm,New Orleans Pelicans,100,San Antonio Spurs,113,Box Score,0,18615,
Sun Dec 18 2016 03:30pm,Los Angeles Clippers,110,Washington Wizards,117,Box Score,0,17380,
Mon Dec 19 2016 08:00pm,Detroit Pistons,82,Chicago Bulls,113,Box Score,0,21400,
Mon Dec 19 2016 09:00pm,Dallas Mavericks,107,Denver Nuggets,117,Box Score,0,12581,
Mon Dec 19 2016 07:00pm,Washington Wizards,105,Indiana Pacers,107,Box Score,0,17686,
Mon Dec 19 2016 08:00pm,Phoenix Suns,108,Minnesota Timberwolves,115,Box Score,0,12008,
Mon Dec 19 2016 08:00pm,Atlanta Hawks,110,Oklahoma City Thunder,108,Box Score,0,18203,
Tue Dec 20 2016 07:00pm,Los Angeles Lakers,113,Charlotte Hornets,117,Box Score,0,19093,
Tue Dec 20 2016 10:30pm,Utah Jazz,74,Golden State Warriors,104,Box Score,0,19596,
Tue Dec 20 2016 08:00pm,San Antonio Spurs,102,Houston Rockets,100,Box Score,0,18055,
Tue Dec 20 2016 10:30pm,Denver Nuggets,102,Los Angeles Clippers,119,Box Score,0,19060,
Tue Dec 20 2016 08:00pm,Boston Celtics,112,Memphis Grizzlies,109,Box Score,1,16519,
Tue Dec 20 2016 07:30pm,Orlando Magic,136,Miami Heat,130,Box Score,2,19600,
Tue Dec 20 2016 08:00pm,Cleveland Cavaliers,114,Milwaukee Bucks,108,Box Score,1,17053,
Tue Dec 20 2016 07:30pm,Indiana Pacers,111,New York Knicks,118,Box Score,0,19812,
Tue Dec 20 2016 07:00pm,New Orleans Pelicans,108,Philadelphia 76ers,93,Box Score,0,16322,
Tue Dec 20 2016 10:30pm,Portland Trail Blazers,121,Sacramento Kings,126,Box Score,0,17608,
Tue Dec 20 2016 07:30pm,Brooklyn Nets,104,Toronto Raptors,116,Box Score,0,19800,
Wed Dec 21 2016 07:30pm,Minnesota Timberwolves,92,Atlanta Hawks,84,Box Score,0,17578,
Wed Dec 21 2016 08:00pm,Washington Wizards,107,Chicago Bulls,97,Box Score,0,21358,
Wed Dec 21 2016 07:00pm,Milwaukee Bucks,102,Cleveland Cavaliers,113,Box Score,0,20562,
Wed Dec 21 2016 07:30pm,Memphis Grizzlies,98,Detroit Pistons,86,Box Score,0,16033,
Wed Dec 21 2016 08:00pm,Oklahoma City Thunder,121,New Orleans Pelicans,110,Box Score,0,16375,
Wed Dec 21 2016 09:00pm,Houston Rockets,125,Phoenix Suns,111,Box Score,0,18055,
Wed Dec 21 2016 10:00pm,Dallas Mavericks,96,Portland Trail Blazers,95,Box Score,0,19393,
Wed Dec 21 2016 09:00pm,Sacramento Kings,94,Utah Jazz,93,Box Score,0,19195,
Thu Dec 22 2016 07:30pm,Golden State Warriors,117,Brooklyn Nets,101,Box Score,0,17732,
Thu Dec 22 2016 07:00pm,Boston Celtics,109,Indiana Pacers,102,Box Score,0,17577,
Thu Dec 22 2016 10:30pm,San Antonio Spurs,101,Los Angeles Clippers,106,Box Score,0,19060,
Thu Dec 22 2016 08:00pm,Los Angeles Lakers,107,Miami Heat,115,Box Score,0,19712,
Thu Dec 22 2016 07:30pm,Orlando Magic,95,New York Knicks,106,Box Score,0,19812,
Fri Dec 23 2016 07:30pm,Oklahoma City Thunder,117,Boston Celtics,112,Box Score,0,18624,
Fri Dec 23 2016 07:00pm,Chicago Bulls,91,Charlotte Hornets,103,Box Score,0,19249,
Fri Dec 23 2016 07:30pm,Brooklyn Nets,99,Cleveland Cavaliers,119,Box Score,0,20562,
Fri Dec 23 2016 09:00pm,Atlanta Hawks,109,Denver Nuggets,108,Box Score,0,13823,
Fri Dec 23 2016 07:30pm,Golden State Warriors,119,Detroit Pistons,113,Box Score,0,21012,
Fri Dec 23 2016 10:30pm,Dallas Mavericks,90,Los Angeles Clippers,88,Box Score,0,19060,
Fri Dec 23 2016 08:00pm,Houston Rockets,109,Memphis Grizzlies,115,Box Score,0,17454,
Fri Dec 23 2016 08:00pm,Washington Wizards,96,Milwaukee Bucks,123,Box Score,0,15921,
Fri Dec 23 2016 08:00pm,Sacramento Kings,109,Minnesota Timberwolves,105,Box Score,0,13288,
Fri Dec 23 2016 08:00pm,Miami Heat,87,New Orleans Pelicans,91,Box Score,0,16322,
Fri Dec 23 2016 07:00pm,Los Angeles Lakers,90,Orlando Magic,109,Box Score,0,18846,
Fri Dec 23 2016 09:00pm,Philadelphia 76ers,116,Phoenix Suns,123,Box Score,0,16535,
Fri Dec 23 2016 10:00pm,San Antonio Spurs,110,Portland Trail Blazers,90,Box Score,0,19393,
Fri Dec 23 2016 09:00pm,Toronto Raptors,104,Utah Jazz,98,Box Score,0,19911,
Sun Dec 25 2016 02:30pm,Golden State Warriors,108,Cleveland Cavaliers,109,Box Score,0,20562,
Sun Dec 25 2016 10:30pm,Los Angeles Clippers,102,Los Angeles Lakers,111,Box Score,0,18997,
Sun Dec 25 2016 12:00pm,Boston Celtics,119,New York Knicks,114,Box Score,0,19812,
Sun Dec 25 2016 08:00pm,Minnesota Timberwolves,100,Oklahoma City Thunder,112,Box Score,0,18203,
Sun Dec 25 2016 05:00pm,Chicago Bulls,100,San Antonio Spurs,119,Box Score,0,18428,
Mon Dec 26 2016 07:30pm,Charlotte Hornets,118,Brooklyn Nets,120,Box Score,0,17732,
Mon Dec 26 2016 08:00pm,Indiana Pacers,85,Chicago Bulls,90,Box Score,0,21922,
Mon Dec 26 2016 07:30pm,Cleveland Cavaliers,90,Detroit Pistons,106,Box Score,0,18123,
Mon Dec 26 2016 08:00pm,Phoenix Suns,115,Houston Rockets,131,Box Score,0,18055,
Mon Dec 26 2016 10:30pm,Denver Nuggets,106,Los Angeles Clippers,102,Box Score,0,19060,
Mon Dec 26 2016 08:00pm,Atlanta Hawks,90,Minnesota Timberwolves,104,Box Score,0,15617,
Mon Dec 26 2016 08:00pm,Dallas Mavericks,104,New Orleans Pelicans,111,Box Score,0,15764,
Mon Dec 26 2016 07:00pm,Memphis Grizzlies,102,Orlando Magic,112,Box Score,0,17104,
Mon Dec 26 2016 10:00pm,Toronto Raptors,95,Portland Trail Blazers,91,Box Score,0,19393,
Mon Dec 26 2016 10:30pm,Philadelphia 76ers,100,Sacramento Kings,102,Box Score,0,17608,
Mon Dec 26 2016 07:00pm,Milwaukee Bucks,102,Washington Wizards,107,Box Score,0,15773,
Tue Dec 27 2016 07:30pm,Memphis Grizzlies,103,Boston Celtics,113,Box Score,0,18624,
Tue Dec 27 2016 08:30pm,Houston Rockets,123,Dallas Mavericks,107,Box Score,0,20425,
Tue Dec 27 2016 10:30pm,Utah Jazz,102,Los Angeles Lakers,100,Box Score,0,18997,
Tue Dec 27 2016 07:30pm,Oklahoma City Thunder,106,Miami Heat,94,Box Score,0,19977,
Wed Dec 28 2016 07:30pm,New York Knicks,98,Atlanta Hawks,102,Box Score,1,19066,
Wed Dec 28 2016 08:00pm,Brooklyn Nets,99,Chicago Bulls,101,Box Score,0,21957,
Wed Dec 28 2016 09:00pm,Minnesota Timberwolves,103,Denver Nuggets,105,Box Score,0,15093,
Wed Dec 28 2016 07:30pm,Milwaukee Bucks,119,Detroit Pistons,94,Box Score,0,17222,
Wed Dec 28 2016 10:30pm,Toronto Raptors,111,Golden State Warriors,121,Box Score,0,19596,
Wed Dec 28 2016 08:00pm,Los Angeles Clippers,98,New Orleans Pelicans,102,Box Score,0,16647,
Wed Dec 28 2016 07:00pm,Charlotte Hornets,120,Orlando Magic,101,Box Score,0,18273,
Wed Dec 28 2016 10:00pm,Sacramento Kings,89,Portland Trail Blazers,102,Box Score,0,19665,
Wed Dec 28 2016 08:30pm,Phoenix Suns,98,San Antonio Spurs,119,Box Score,0,18418,
Wed Dec 28 2016 07:00pm,Indiana Pacers,105,Washington Wizards,111,Box Score,0,16172,
Thu Dec 29 2016 07:00pm,Miami Heat,82,Charlotte Hornets,91,Box Score,0,19471,
Thu Dec 29 2016 08:00pm,Boston Celtics,118,Cleveland Cavaliers,124,Box Score,0,20562,
Thu Dec 29 2016 10:30pm,Dallas Mavericks,101,Los Angeles Lakers,89,Box Score,0,18997,
Thu Dec 29 2016 08:00pm,Oklahoma City Thunder,80,Memphis Grizzlies,114,Box Score,0,18119,
Thu Dec 29 2016 09:00pm,Toronto Raptors,91,Phoenix Suns,99,Box Score,0,18055,
Thu Dec 29 2016 09:00pm,Philadelphia 76ers,83,Utah Jazz,100,Box Score,0,19911,
Fri Dec 30 2016 08:00pm,Detroit Pistons,98,Atlanta Hawks,105,Box Score,0,19009,
Fri Dec 30 2016 07:30pm,Miami Heat,114,Boston Celtics,117,Box Score,0,18624,
Fri Dec 30 2016 09:00pm,Philadelphia 76ers,124,Denver Nuggets,122,Box Score,0,13619,
Fri Dec 30 2016 10:30pm,Dallas Mavericks,99,Golden State Warriors,108,Box Score,0,19596,
Fri Dec 30 2016 08:00pm,Los Angeles Clippers,116,Houston Rockets,140,Box Score,0,18055,
Fri Dec 30 2016 04:00pm,Chicago Bulls,101,Indiana Pacers,111,Box Score,0,17923,
Fri Dec 30 2016 08:00pm,Milwaukee Bucks,99,Minnesota Timberwolves,116,Box Score,0,17779,
Fri Dec 30 2016 08:00pm,New York Knicks,92,New Orleans Pelicans,104,Box Score,0,18124,
Fri Dec 30 2016 08:30pm,Portland Trail Blazers,94,San Antonio Spurs,110,Box Score,0,18418,
Fri Dec 30 2016 07:00pm,Brooklyn Nets,95,Washington Wizards,118,Box Score,0,16461,
Sat Dec 31 2016 07:00pm,Milwaukee Bucks,116,Chicago Bulls,96,Box Score,0,21838,
Sat Dec 31 2016 07:00pm,Cleveland Cavaliers,121,Charlotte Hornets,109,Box Score,0,19519,
Sat Dec 31 2016 08:00pm,New York Knicks,122,Houston Rockets,129,Box Score,0,18055,
Sat Dec 31 2016 08:00pm,Los Angeles Clippers,88,Oklahoma City Thunder,114,Box Score,0,18203,
Sat Dec 31 2016 05:00pm,Memphis Grizzlies,112,Sacramento Kings,98,Box Score,0,17608,
Sat Dec 31 2016 08:00pm,Phoenix Suns,86,Utah Jazz,91,Box Score,0,19911,
